1,134,9
2,28,2
3,174,8
4,271,6
5,193,10
6,330,8
7,1000,0
8,49,10
9,71,10
10,173,7
11,13,8
12,1000,1
13,280,10
14,48,10
15,243,10
16,125,5
17,201,7
18,201,9
19,231,9
20,125,8
21,141,8
